SMILES,H_count,C_count,N_count,O_count,F_count
CC(C)(O)C1CCC1O,14,7,0,2,0
CC1CC=C(C#C)C1O,10,8,0,1,0
O=C1ON=NC(=C1)C#N,1,4,3,2,0
CC1NC(C=O)=NC1C,10,6,2,1,0
N#CC1C2C3CC1OC23,7,7,1,1,0
OC1CC2CC2C1C#C,10,8,0,1,0
CC1(O)C2C1C1CC2O1,10,7,0,2,0
C1CC11CCCC2OC12,12,8,0,1,0
NC1=C(CCO)C=CO1,9,6,1,2,0
CCC1=C(N)C=C(C)N1,12,7,2,0,0
CCC1N2C3CC3C12C,13,8,1,0,0
OC1(CC1)C1=CC=CN1,9,7,1,1,0
OC12CC3=CC4C1N4C23,7,7,1,1,0
CC(C)C1C(O)CC1O,14,7,0,2,0
CC1OC2C=CC1C=C2,10,8,0,1,0
OCCNC(=O)C1CO1,9,5,1,3,0
CNC(=O)C1CCOC1,11,6,1,2,0
CC1(O)CC(=O)C11CN1,9,6,1,2,0
CC1(OC1C#N)C1CC1,9,7,1,1,0
CN1C2CC1C2CC=O,11,7,1,1,0
CC(CO)C1=CC=CO1,10,7,0,2,0
COCC1C2OC(=N)C12,9,6,1,2,0
CC1CC2OC1C21CC1,12,8,0,1,0
CC1(C)CC2CC12C=O,12,8,0,1,0
C#CC12CCC1=CCO2,8,8,0,1,0
NC1(CC2CC1C2)C#N,10,7,2,0,0
O=CC12CC=CCC1O2,8,7,0,2,0
CCN1C(C)C=CC1=O,11,7,1,1,0
OC(CCC#C)CC=O,10,7,0,2,0
CC1COC2CC2OC1,12,7,0,2,0
COC1(CC1CO)C#C,10,7,0,2,0
OCC12CC(C1)(C2)C#N,9,7,1,1,0
CN1CC(=O)COC1=O,7,5,1,3,0
CC1OCC(C#N)=C1C,9,7,1,1,0
FC(F)(F)C1C2CCN12,6,5,1,0,3
CC1(CCC1CO)C=O,12,7,0,2,0
CC12CCOC1CC2O,12,7,0,2,0
CC(O)CC(C)C1CC1,16,8,0,1,0
OCC1(COC1)OC=N,9,5,1,3,0
CCC#CC1=CN=CN1,8,7,2,0,0
CCCC12COC1C2C,14,8,0,1,0
CC12CCOC1C=CC2,12,8,0,1,0
OC1C2C3OC3(C#C)C12,6,7,0,2,0
O=CC1=CCOCCC1,10,7,0,2,0
CCCC(COC)C#N,13,7,1,1,0
OCCC(CC#C)C=O,10,7,0,2,0
COC1CC11CC(=O)O1,8,6,0,3,0
OC1CC(C1)(C=O)C=O,8,6,0,3,0
N#CCC1(CCC1)C#N,8,7,2,0,0
C1OCC2=COC=C2O1,6,6,0,3,0
CC1=NC(N)=C(CO)O1,8,5,2,2,0
C1C2C=CC3=CCCC123,10,9,0,0,0
CC(=O)C(=O)C(F)(F)F,3,4,0,2,3
C1NC23C4C5C4C12OC35,7,7,1,1,0
CC(NCC(C)=O)C#N,10,6,2,1,0
CC([NH3+])C1=C([O-])NN=N1,8,4,4,1,0
CC1C(=N)OCC1(C)C,13,7,1,1,0
OC1CN2C1CC21CC1,11,7,1,1,0
CC12COC3OCC1C23,10,7,0,2,0
CC1(C)CCNC(=O)O1,11,6,1,2,0
N#CC1=CC(=CN1)C#N,3,6,3,0,0
CC1OC2=CNC=C2O1,7,6,1,2,0
CNC1=CC=C(N)C=C1,10,7,2,0,0
CC#CC1C2NC1C2O,9,7,1,1,0
CN1CC=C(CO)C1=O,9,6,1,2,0
CC1CC2(C)COCC12,14,8,0,1,0
OCC1C(O)C11CCC1,12,7,0,2,0
CC(=O)OC=NC1CC1,9,6,1,2,0
NC(=O)CC1(O)CC1O,9,5,1,3,0
NC1=C(O)N=CC(=N)O1,5,4,3,2,0
CC1OCC2CC1C2=O,10,7,0,2,0
O=C1C2CC1N=COC2,7,6,1,2,0
CC1(CC1)C1CCC1O,14,8,0,1,0
CC1(CCC1C=O)C#C,10,8,0,1,0
CCOC(C)C(=O)C#C,10,7,0,2,0
CC1(C=CCC1=O)C#N,7,7,1,1,0
C1C2C3C1C2C31COC1,10,8,0,1,0
CC1C(CO)C1(O)C=O,10,6,0,3,0
O=CC(=O)C1(CN1)C=O,5,5,1,3,0
CC1COC(OC1)C=O,10,6,0,3,0
CCCOC1CCCC1,16,8,0,1,0
CC1=C(C=C(O)N1)C#C,7,7,1,1,0
OCCC1=CC(=O)CC1,10,7,0,2,0
CCC1=CNC(C=O)=C1,9,7,1,1,0
CCCC1(CO)CC1C,16,8,0,1,0
O=C1NC2(CC#N)CC12,6,6,2,1,0
CC(C)C12CC1OC2=O,10,7,0,2,0
O=CC1C2C3CCC2N13,9,7,1,1,0
CC1NCC(=O)C=C1N,10,6,2,1,0
CCOC(=O)CCC#N,9,6,1,2,0
CC#CC1(N)COC1=O,7,6,1,2,0
CC1(C)OC(=N)C(=O)C1,9,6,1,2,0
CC1OCC1COC=N,11,6,1,2,0
O=C1CC(C#C)C(=O)C1,6,7,0,2,0
O=C1C2CC1C(=O)C=C2,6,7,0,2,0
COC(C=O)C#CCO,8,6,0,3,0
CCN(C)C(C=O)=NC,12,6,2,1,0
O=CNCC1OCC1=O,7,5,1,3,0
CC1=NCC2(CN2)CO1,10,6,2,1,0
CCC1CC1C(=O)C#N,9,7,1,1,0
CC1=CCC2C3OC1C23,10,8,0,1,0
CC1(C=O)C2CC2C1O,10,7,0,2,0
CC(O)C1(CN1)C(N)=O,10,5,2,2,0
C1=C2C3C4C1C1C4C3C21,8,9,0,0,0
COC(=O)C(N)CC#N,8,5,2,2,0
CC12CC1C1OCC2O1,10,7,0,2,0
NC12C(O)CC1OC2=N,8,5,2,2,0
CCCC1=CN=NC=N1,9,6,3,0,0
O=C1CN2CCCCC12,11,7,1,1,0
N#CC1(COC=N1)C#N,3,5,3,1,0
CN1CC2(C1)CCCO2,13,7,1,1,0
OCC(O)C(O)C1CO1,10,5,0,4,0
CC1OC2CC2C(C)=C1,12,8,0,1,0
O=C1C=CC2C3OC2C13,6,7,0,2,0
C1C2CC34CC(O3)C4N12,9,7,1,1,0
OCC#CC1=CNN=N1,5,5,3,1,0
CCC1CC1(O)C1CC1,14,8,0,1,0
CCN(CC#N)C(C)C,14,7,2,0,0
NC1=CC=NN1CC#C,7,6,3,0,0
CC1NC1(C)C(C)=NO,12,6,2,1,0
C1N2C3C4C5CC13C2C45,9,8,1,0,0
CNC(=O)C1=CC=NO1,6,5,2,2,0
[NH3+]CC1=C([O-])OC(O)=N1,6,4,2,3,0
CC(O)C1C2CCCC12,14,8,0,1,0
C1COC2(CCC=C2)O1,10,7,0,2,0
COC1C=CC2(C)CC12,12,8,0,1,0
CC(=O)CNCC(C)=O,11,6,1,2,0
CC1CC(C=O)C1=NO,9,6,1,2,0
CN1CC(=O)C2(CN2)C1,10,6,2,1,0
CCN1C=CC(C)=C1O,11,7,1,1,0
CCOC(C)C#CC#C,10,8,0,1,0
CC1CC2(CO)COC12,12,7,0,2,0
CCN1CC11CC(O)C1,13,7,1,1,0
OC1CC2CC12N1CC1,11,7,1,1,0
COC12CC1(C)OCC2,12,7,0,2,0
CC1OC1CC(C)=NO,11,6,1,2,0
OC12CC3OC1COC23,8,6,0,3,0
CN1CC2(C)NC(=O)C12,10,6,2,1,0
CN1CC11C2CC2C1=O,9,7,1,1,0
CC1CCC2C(C#N)N12,10,7,2,0,0
CCCC(=O)C1CCO1,12,7,0,2,0
OC12COC3C(CC13)C2,10,7,0,2,0
OC1C2OCC3OC2C13,8,6,0,3,0
CC(C#C)C1CC1(C)C,14,9,0,0,0
OC1CC2OC11CCC21,10,7,0,2,0
COCC1=CN(C)N=N1,9,5,3,1,0
O=CC1=CC=CC(=O)N1,5,6,1,2,0
OCC(CCC=O)C#C,10,7,0,2,0
CNC1CCNC1C#N,11,6,3,0,0
CN1CC(=O)C11CC1O,9,6,1,2,0
NC1(C#N)C2C3C1CN23,7,6,3,0,0
CCCOCC(C)C#C,14,8,0,1,0
CC1COC(=N)C1CO,11,6,1,2,0
OC1C2NC2C1OC=N,8,5,2,2,0
CC1C2NC2C2(O)CC12,11,7,1,1,0
CC1(O)CCC2CN2C1,13,7,1,1,0
CC1CC2C3C1C(=O)N23,9,7,1,1,0
CC1CC2CC=CC12O,12,8,0,1,0
CCCC12CC1(O)CO2,12,7,0,2,0
OCC1=CNN=CC1=N,7,5,3,1,0
N=C1OCCCC1C=O,9,6,1,2,0
CC1C2COC3(CC3)C12,12,8,0,1,0
CCC1=NC2(CC2)CO1,11,7,1,1,0
OCC12N=COC1C2O,7,5,1,3,0
OC1C(CC#N)OC1=N,6,5,2,2,0
CC1C2CC2C1(C)C#C,12,9,0,0,0
CCC12CC(C1)CC2O,14,8,0,1,0
ON=C1CC2(CC2)C=C1,9,7,1,1,0
OC1=NNC=C1CC#N,5,5,3,1,0
COC(=N)CC(=O)OC,9,5,1,3,0
CCCC1(O)CC1C#N,11,7,1,1,0
NC1=NOC(CCO)=C1,8,5,2,2,0
CC1CN2C(C=O)C12C,11,7,1,1,0
CCC1C2CC1C(=O)O2,10,7,0,2,0
OC1C2C3C1NC23C#N,6,6,2,1,0
CCC12C(O)C1N1CC21,11,7,1,1,0
OCC12CC1CCC2=O,10,7,0,2,0
CC12CC(C#N)C1CO2,9,7,1,1,0
C#CC1COC2CC2N1,9,7,1,1,0
OCCC1C(O)C1C#C,10,7,0,2,0
CCC1(C)COC(C)=N1,13,7,1,1,0
CC#CC1=CCNC1=O,7,7,1,1,0
CC12C3CCC=C1CN23,11,8,1,0,0
CC(C#N)C1=CC=CO1,7,7,1,1,0
CCC1(O)CCC1CO,14,7,0,2,0
OCC1OC11CCC=C1,10,7,0,2,0
CC12CCCC1CC=C2,14,9,0,0,0
CC(O)C1=CNC(=O)C1,9,6,1,2,0
CN1CC2(CC2)C1C#N,10,7,2,0,0
CC12NC1C(=O)C2(C)O,9,6,1,2,0
OC12CC1C(=O)CCC2,10,7,0,2,0
CNC1=C(NC=N1)C#N,6,5,4,0,0
CC1C2C(C)=CCC12C,14,9,0,0,0
O=C1C2OCC3NC2C13,7,6,1,2,0
CCC1=NNN=C1CC,11,6,3,0,0
CCC12CN3CC3C1N2,12,7,2,0,0
CC(OC1COC1)C#N,9,6,1,2,0
CC1=C(C#N)C(N)=CN1,7,6,3,0,0
C#CCC1CC(N1)C#N,8,7,2,0,0
CC12C3N1CC2OC3=N,8,6,2,1,0
CCC1(C)CCCC1=O,14,8,0,1,0
CC(C)(C)C1(CC1)C#C,14,9,0,0,0
CC(O)CCC#CC#C,10,8,0,1,0
O=C1NCCNC1C#N,7,5,3,1,0
CC12CN1C1C(C=O)C21,9,7,1,1,0
COCCC1OCCO1,12,6,0,3,0
OCC12OC(=O)C1C2O,6,5,0,4,0
CCNC1(C)COC1=O,11,6,1,2,0
O=C1C2CN(C2)C11CC1,9,7,1,1,0
NC1=C(F)C(=N)C=NO1,4,4,3,1,1
O=C(C#N)C1=NNC=C1,3,5,3,1,0
CC(O)C1(O)C2CCC12,12,7,0,2,0
CC1(NC1CO)C1CN1,12,6,2,1,0
COC12CC1(NC2)C#C,9,7,1,1,0
CC1COCC1C(C)=O,12,7,0,2,0
CC1OC2C=CC1C2=O,8,7,0,2,0
N=C1CN=CNC(=O)O1,5,4,3,2,0
C1CC2C=CCCC2=C1,12,9,0,0,0
CCC1=CCC=CCC1,14,9,0,0,0
O=C1CCC(=O)C1C#C,6,7,0,2,0
COC12CC1OC2C#C,8,7,0,2,0
CC1(CO)CC(O)C1=O,10,6,0,3,0
C#CCC12CC(C1)C=C2,10,9,0,0,0
CCOCCCC#CC,14,8,0,1,0
C1OC1C1CCC=CC1,12,8,0,1,0
CN=C(N)C1=NNC=N1,7,4,5,0,0
CC1=C(N)ON=C1C#N,5,5,3,1,0
CC1(C)CC2C3CN3C12,13,8,1,0,0
CCC(O)CC1CC1C,16,8,0,1,0
CN1CC(=O)CC1C#C,9,7,1,1,0
OCC(CO)CC1CO1,12,6,0,3,0
CN=C1OCOC1=NC,8,5,2,2,0
C#CCC1OCC2OC12,8,7,0,2,0
NC1=CC=C(N)C(N)=C1,9,6,3,0,0
O=C1CC2C(CC#N)N12,6,6,2,1,0
OC1=NC=NN1CC#N,4,4,4,1,0
CNC(=NC)C(O)C#N,9,5,3,1,0
O=CC1=CNCC1C#C,7,7,1,1,0
N=COC(=O)CN1CC1,8,5,2,2,0
CCC1CNC=C1C=O,11,7,1,1,0
N#CCC1CC2OC2C1,9,7,1,1,0
CC1OCC2C3OC3C12,10,7,0,2,0
CNC1=CC(=O)N=CN1,7,5,3,1,0
COC1(CO)CCC1O,12,6,0,3,0
OC12CN3C1CC=CC23,9,7,1,1,0
O=CC1CCOC(=O)C1,8,6,0,3,0
OC1CCC1CC1CC1,14,8,0,1,0
[NH3+]CC1(CC([O-])=O)CO1,9,5,1,3,0
CC(=O)C(=O)CC1CC1,10,7,0,2,0
OC1CC2(NCC12)C#N,8,6,2,1,0
NC1=NC(C#N)=C(O)N1,4,4,4,1,0
CC1=NC(C=O)=NC=N1,5,5,3,1,0
CN=C1COCC(=O)O1,7,5,1,3,0
CC1C2COC11CCC21,12,8,0,1,0
CC1CCC(=O)OCO1,10,6,0,3,0
CC1C2NC(C#C)C12O,9,7,1,1,0
CC1(O)CC11CCC1O,12,7,0,2,0
CC1CNC1(CN)C#N,11,6,3,0,0
CC12OCC3CC1CC23,12,8,0,1,0
CN1C2C=CC(=NO)C12,8,6,2,1,0
CN1C2C1C1(CN1)C2=O,8,6,2,1,0
C1C2C3CC4C(C3)C4N12,11,8,1,0,0
CC1CC1CC(C)=NO,13,7,1,1,0
FC1=COC(=N)N=C1F,2,4,2,1,2
CC#CC12CC=CC1O2,8,8,0,1,0
CC12C3CC1C3NC2=O,9,7,1,1,0
[O-]N=C(CNC=[NH2+])C#N,6,4,4,1,0
CN1C=NC=C1CC=O,8,6,2,1,0
NC(=O)C1(CC1O)C#N,6,5,2,2,0
N#CC1C2COC1C=C2,7,7,1,1,0
CC#CCC(C)CC=O,12,8,0,1,0
CC1=CN=C(N)OC1=N,7,5,3,1,0
CC1C(O)CN2CC12C,13,7,1,1,0
NC1=CC(=O)C(O)C1=O,5,5,1,3,0
CC1OC1COCC#C,10,7,0,2,0
CC(O)C1=NC=NN1C,9,5,3,1,0
OC1CNCC(=O)OC1,9,5,1,3,0
C1CC23COCC2(C1)O3,10,7,0,2,0
CC1(C)C2CC2OC1=N,11,7,1,1,0
OC1CNC2=C1N=CO2,6,5,2,2,0
OCC(=O)C1(CO)CN1,9,5,1,3,0
OC1CC2CCOC1O2,10,6,0,3,0
CC#CCC1NC1(C)C,13,8,1,0,0
N=COC1(COC1)C#N,6,5,2,2,0
CC1C(=O)CCC=C1C,12,8,0,1,0
CCOCC1=NOC=N1,8,5,2,2,0
CC12COC3C(C13)C2=O,8,7,0,2,0
O=C1CC(C1)(C#C)C#N,5,7,1,1,0
O=CC1CC2C3OC3C12,8,7,0,2,0
CCCC1(CCO)CC1,16,8,0,1,0
OC1C2CC2NCC1=O,9,6,1,2,0
COC(C)CC(O)CO,14,6,0,3,0
C1CC2(O1)C1OC=NC21,7,6,1,2,0
CC1CN1CCCC#N,12,7,2,0,0
C1CC2C3OCOC2C13,10,7,0,2,0
C1CC2C3OCCC23C1,12,8,0,1,0
O=C1NC2CC3OC3C12,7,6,1,2,0
CC(C#C)C1CC(=O)C1,10,8,0,1,0
C(N1CC1)C1=NC=CO1,8,6,2,1,0
CNC(=O)C1CNC1=O,8,5,2,2,0
OCC1=NC=C(F)C=N1,5,5,2,1,1
C1OC2CC=CC1C=C2,10,8,0,1,0
CCOC(C=O)=NCC,11,6,1,2,0
CCC12CN1C(C2)C=O,11,7,1,1,0
CC12CC(O)C3CN1C23,11,7,1,1,0
CC1C2CCC1(O)C=C2,12,8,0,1,0
OCC12CC(CO1)C2=O,8,6,0,3,0
O=CC12CCC1C1NC21,9,7,1,1,0
OCC#CC1CC2NC12,9,7,1,1,0
CC1CC2=COC(=N)N12,8,6,2,1,0
OCC12COC1CCC2,12,7,0,2,0
C1C2C3CCCN=C3N12,10,7,2,0,0
CC1(O)CC1C1CCO1,12,7,0,2,0
CN=C1CN=C2CCN12,9,6,3,0,0
CNCC(=O)OCCO,11,5,1,3,0
CC1=CC2C(C1)OC2=O,8,7,0,2,0
CC(C=O)C(=O)C1CC1,10,7,0,2,0
COCC12C3C4C3C1C24,10,8,0,1,0
CCC1=C(NN=C1)OC,10,6,2,1,0
CCC1CC(C)(C)C1C,18,9,0,0,0
CN(C)C1=CNC=C1O,10,6,2,1,0
ON=C1CC23CC(C2)C13,9,7,1,1,0
CN1CC1C(=O)CC#C,9,7,1,1,0
N=C1OC2C3CC2C1C3,9,7,1,1,0
COC(C(C)C)C(C)=O,14,7,0,2,0
CN1C(C#C)C11CCC1,11,8,1,0,0
CN=C1CC(CCO)O1,11,6,1,2,0
CN1CC1(C=O)C1CN1,10,6,2,1,0
CC1(C)OC2C(O)C12O,10,6,0,3,0
O=C1CC2=C(C1)N=NO2,4,5,2,2,0
CC1CC2(CO)CC12C,14,8,0,1,0
C1CN2C3C4NC3(C1)C24,10,7,2,0,0
CC1CC1C(=N)NC=O,10,6,2,1,0
[O-]C(=O)C1NC(=[NH2+])C=C1,6,5,2,2,0
CCCNC(=O)NC=N,11,5,3,1,0
N#CC#CC1=CC=CO1,3,7,1,1,0
CCOC1CCC2OC12,12,7,0,2,0
CCC1=CNC=C1OC,11,7,1,1,0
CC1=C(C)C2C(O)C2C1,12,8,0,1,0
CCC(O)C(CO)C#C,12,7,0,2,0
CC1(CN1)C1=CC=CN1,10,7,2,0,0
CC(=NO)C1NC1CO,10,5,2,2,0
CC1OC(C)C1C1CO1,12,7,0,2,0
CC12CC(C1)CC1OC21,12,8,0,1,0
OC1=C(O)C=C(N1)C=O,5,5,1,3,0
COC1C2NC1(C)C2O,11,6,1,2,0
OC1C2C3CC3C1C2=O,8,7,0,2,0
CN=C1OC2C1C2(C)C,11,7,1,1,0
CC(CC1CCO1)C=O,12,7,0,2,0
O=CCCC1NC1C#N,8,6,2,1,0
CCC1CCC11CCO1,14,8,0,1,0
C1OC2C1C=C1COC21,8,7,0,2,0
OC12CC1C1=CCOC21,8,7,0,2,0
OCC1CC2(O)CN1C2,11,6,1,2,0
COC(=O)C(=O)C#CC,6,6,0,3,0
CNC1=COC(=C1)C#N,6,6,2,1,0
CC1=CC2C3CC2C1C3,12,9,0,0,0
OC1CN(C1)C(=O)C#N,6,5,2,2,0
CN(C)C(=O)C(F)(F)F,6,4,1,1,3
CC#CCC1CN1C=O,9,7,1,1,0
NC(=O)N1C=NNC1=N,5,3,5,1,0
COC(C)(C)C1(O)CC1,14,7,0,2,0
O=C1C2C3C1CC23C#N,5,7,1,1,0
CCC1=C(O)NC(C)=C1,11,7,1,1,0
CC1COC11CN(C)C1,13,7,1,1,0
CCC1OC11CC(C)C1,14,8,0,1,0
OC1CC2C3NC2C13O,9,6,1,2,0
O=C1CCCC(=C1)C#N,7,7,1,1,0
OC1COC11C2CCC12,10,7,0,2,0
C1C2C3C4C5CC1(C24)N35,9,8,1,0,0
COC(=O)C1(C)CCN1,11,6,1,2,0
CC12CC(C)(O)C1(C)O2,12,7,0,2,0
COC(C)COC(C)=N,13,6,1,2,0
CC1(C=O)C2OC(=N)C12,7,6,1,2,0
CC1N2C3C2C1(C)C3=O,9,7,1,1,0
COC(C)C(=O)C1CN1,11,6,1,2,0
CC1C=CCCC11CO1,12,8,0,1,0
CN1CC11C(O)CC1O,11,6,1,2,0
CC1CC11C=CNC1=O,9,7,1,1,0
OCC1=CON=NC1=O,4,4,2,3,0
CC1=CC=CC=C1C=O,8,8,0,1,0
O=C1CC2CCOC2C1,10,7,0,2,0
C1CC23CC(C4OC24)C13,10,8,0,1,0
CC1CC2OCC2C=C1,12,8,0,1,0
NC(=O)C1=C(O)NC=C1,6,5,2,2,0
CC(=O)CC1CC(=O)O1,8,6,0,3,0
OC1C2CC1C1OC1C2,10,7,0,2,0
CC1CCC(O1)C(N)=O,11,6,1,2,0
O=C(OCC#N)C1CN1,6,5,2,2,0
CC(CO)C1(C)COC1,14,7,0,2,0
CC12OC3C(C=C1)C23O,8,7,0,2,0
CC1(O)CCC2CC2C1,14,8,0,1,0
O=COC=NCC1CN1,8,5,2,2,0
C1OCC11OCCC=C1,10,7,0,2,0
CC(O)C(=O)OCC#C,8,6,0,3,0
CC1=NC=C(O)C(=N)O1,6,5,2,2,0
CCC1NC(=O)NC1=N,9,5,3,1,0
C#CC1OCCC2NC12,9,7,1,1,0
CC12C3C4CC1OC2C34,10,8,0,1,0
O=CC1=CC2CC2CC1,10,8,0,1,0
CCC1=CC(CO)=NN1,10,6,2,1,0
N=C(NC=O)C1COC1,8,5,2,2,0
CC1C2CNCC(=O)N12,10,6,2,1,0
CN1C=C(F)N=CC1=O,5,5,2,1,1
C1C2CC3(OC4CC34)C12,10,8,0,1,0
CC(CCO)C#CC#N,9,7,1,1,0
COC1CCOC(C)C1,14,7,0,2,0
CC(=O)C(=O)C1CCC1,10,7,0,2,0
OC1C2C3CC1(C#N)C23,7,7,1,1,0
CC1C2CC1(CC#C)O2,10,8,0,1,0
COCC(CC#N)OC,11,6,1,2,0
OC1C23CCC12OCO3,8,6,0,3,0
CC1C2CC1(C#C)N2C,11,8,1,0,0
O=CNC1CCC1C#N,8,6,2,1,0
CC1=C(OC=O)N=NO1,4,4,2,3,0
CCC1(C)OCC2CC12,14,8,0,1,0
CCC1COC(=O)OC1,10,6,0,3,0
O=C1CC23CC2(CO3)N1,7,6,1,2,0
N=C1OC2C3CC3CC12,9,7,1,1,0
CC1CCC(=O)CC1O,12,7,0,2,0
NC(=O)CC(C=O)C#C,7,6,1,2,0
CC(C)OCCCC#C,14,8,0,1,0
N=C1C2CC3N1C23C#N,5,6,3,0,0
OC1COC(=N)C2OC12,7,5,1,3,0
OCC(=N)N1CC1C#C,8,6,2,1,0
CC1CC([NH3+])(C1)C([O-])=O,11,6,1,2,0
CCC1=C(N=NO1)C#N,5,5,3,1,0
O=CCN1CCC1C#N,8,6,2,1,0
CC1C2CC3N2CC13O,11,7,1,1,0
COCC1=C(N)ON=N1,7,4,3,2,0
O=C1C2CC2C1CC#C,8,8,0,1,0
N=C1OC2C(CC12)C#C,7,7,1,1,0
OCC1CC11NCC1=O,9,6,1,2,0
N=C1CCCCOCO1,11,6,1,2,0
CCC(=O)C1CC(=O)C1,10,7,0,2,0
CC1CCC(C)COC1,16,8,0,1,0
CC1=NOC(=N1)C(N)=O,5,4,3,2,0
CCC1C2C1C(O)C2C,14,8,0,1,0
NC1=NN2CCNC2=C1,8,5,4,0,0
CC12C3CC1C(=O)CN23,9,7,1,1,0
COC12COC1(C)C2C,12,7,0,2,0
COC1CCC(=O)C1O,10,6,0,3,0
N#CC1NCCC11CO1,8,6,2,1,0
CCCC1C2CN2C1=O,11,7,1,1,0
O=C1OC(C#C)C2OC12,4,6,0,3,0
N=C(C#N)N1CC1C#N,4,5,4,0,0
CC12C3CC1(CC23)C#N,9,8,1,0,0
CC1NCC2=C1NN=N2,8,5,4,0,0
C1OCC2OC2C2OC12,8,6,0,3,0
COCC1=CC=NC=C1,9,7,1,1,0
CCC(C=O)C#CC=O,8,7,0,2,0
NC1=CN=NN1C1CC1,8,5,4,0,0
CCC12CNC(=O)C1N2,10,6,2,1,0
O=CN1C2C3C2C(=O)C13,5,6,1,2,0
OC1=C(CC#C)OC=N1,5,6,1,2,0
OC1COC=NC11CC1,9,6,1,2,0
CN(CCCC=O)C=O,11,6,1,2,0
OC1C2CC3OC3C1O2,8,6,0,3,0
CC1(C)C(C#N)C2CN12,10,7,2,0,0
CC1CC23CCC12CC3,14,9,0,0,0
C1C23COCC12COC3,10,7,0,2,0
CC1C2C(O)C2C1C#C,10,8,0,1,0
CC1=C(CO)N=C(N)O1,8,5,2,2,0
CCOC1(C)C(C)C1C,16,8,0,1,0
CC1OC1C(=O)CC=O,8,6,0,3,0
CC1(O)CCC(=O)NC1,11,6,1,2,0
CC1(C)COC(C=O)=N1,9,6,1,2,0
CC1=CNC(=O)CC=C1,9,7,1,1,0
CC1C2C3CC3C2C1=O,10,8,0,1,0
CC12CC34C=CC(C13)N24,9,8,1,0,0
CC1OC2CCC=CC12,12,8,0,1,0
CC1=C(N)C(=CN1)C#C,8,7,2,0,0
COC(=O)NCC#CC,9,6,1,2,0
CC(C)C1CC11COC1,14,8,0,1,0
COC1CC(C)(C1)OC,14,7,0,2,0
O=C1N=NOC=C1C#C,2,5,2,2,0
CCC1CN(C=O)C=N1,10,6,2,1,0
CC1(CCO)CNC1=O,11,6,1,2,0
CN1CC11C2C3CN2C13,10,7,2,0,0
CCCNC1=NOC=C1,10,6,2,1,0
C1OC2CC1CC1NC21,11,7,1,1,0
CCCC1COCC=C1,14,8,0,1,0
O=C1COCC1CC#N,7,6,1,2,0
CNC(=O)N(C)CC#C,10,6,2,1,0
N=C1OC(=O)C2COC12,5,5,1,3,0
O=C1CC2CC(CO2)N1,9,6,1,2,0
CC(C)C(C#C)C1CC1,14,9,0,0,0
CC1CNC2=C1N=CO2,8,6,2,1,0
OC1C2C3OCCN2C13,9,6,1,2,0
OC1CC1(O)CCC=O,10,6,0,3,0
OC1C2CC2C=C1C#N,7,7,1,1,0
CC1CC(C)(C)C1(C)C,18,9,0,0,0
CC(=O)CC1=CNC=C1,9,7,1,1,0
CC#CC1(C)OC1C=O,8,7,0,2,0
CC1C=CC2CC1C2=O,10,8,0,1,0
NC1=CC(=N)N=C(O)O1,5,4,3,2,0
CC12OC1C1OC1C2=O,6,6,0,3,0
CC1CC11CC2CC12O,12,8,0,1,0
CNC1=C(C)C(N)=NN1,10,5,4,0,0
OC(CC=O)CC1CO1,10,6,0,3,0
CN(C)C1=CN=C(C)O1,10,6,2,1,0
OC1COC2CC=CC12,10,7,0,2,0
CC1C2OC2(C)C11CO1,10,7,0,2,0
N=C1OCC11OC1C#N,4,5,2,2,0
OC1(COC1)C1CCO1,10,6,0,3,0
COC1(CCCO1)C#N,9,6,1,2,0
COC1CC2CC3C2C13,12,8,0,1,0
CCC(C)N1CC1C#N,12,7,2,0,0
OC1C2C1C1OCCC21,10,7,0,2,0
COC1CC2(CO)OC12,10,6,0,3,0
CC1(C)OC(=N)NC1=O,8,5,2,2,0
CC(C(O)C#N)C1CN1,10,6,2,1,0
COCC#CC(N)C#N,8,6,2,1,0
N#CCN1CCCCC1,12,7,2,0,0
CNC1=NC=C(O)N=N1,6,4,4,1,0
CC1(CC1)NC(=N)C=O,10,6,2,1,0
CC1CC2(O)C3OC1C23,10,7,0,2,0
CC(O)C1=NC(N)=NO1,7,4,3,2,0
COCC(=O)NCCO,11,5,1,3,0
OCCOC=NCCO,11,5,1,3,0
OC1=NC=CN=C1C#C,4,6,2,1,0
CN=C1OCC1OC=N,8,5,2,2,0
CCC1CC1(C)C#CC,14,9,0,0,0
N=C1OCC2=C1C=CO2,5,6,1,2,0
CC1CC23COC2CC13,12,8,0,1,0
COC1(CO)CC1C#N,9,6,1,2,0
CC(=O)N1N=CC(N)=N1,6,4,4,1,0
CC1=CNC(=N1)N1CC1,9,6,3,0,0
CCC1=C(C)CC(=O)N1,11,7,1,1,0
CCC(CO)C(C)CO,16,7,0,2,0
CC12CN1CC(CO)C2,13,7,1,1,0
OC1C=CC2=C1C=NN2,6,6,2,1,0
CNC(=O)C(C)C(C)C,15,7,1,1,0
CN1C(=O)NC2CC12C,10,6,2,1,0
O=C1CC2(CCC=C2)O1,8,7,0,2,0
CC1CC11C2CC1C2C,14,9,0,0,0
CN=C1OC2(C)COC12,9,6,1,2,0
C1C2CN1C1=C2NN=C1,7,6,3,0,0
N=C1NC=CCOC1=N,7,5,3,1,0
FC1=COC(=N)C(=O)O1,2,4,1,3,1
